DAUID,DGUID,LANDAREA,PRUID,db_count,db_pop_total,db_pop_reach_400,db_pop_reach_800,DA_reach_400,DA_reach_800,n_unique_parks,area_raw,area_cap20,area_cap10,qty_raw,qty_cap20,qty_cap10,reach_cat,qty_cat,supply_type,salience,satisfaction_sentiment,satisfaction_star,coverage_pct,n_reachable_parks,n_qualifying_parks,experience_hi,divergence_type,supply_binary,divergence_2x2,medhhinc,pop_total,pct_visible_minority,pct_age_65plus,pct_LIM_AT,pct_immigrant,pct_bachelor_plus,inc_LIM_AT,inc_totalpop,immigrant_immigrant,immigrant_totalpop,education_bachelor_plus,education_totalpop,ale16_08,inc_stratum,vm_stratum,age_stratum,limat_stratum,immigrant_stratum,edu_stratum,ale_stratum
59150366,2021S051259150366,0.1173,59,3.0,861.0,861.0,861.0,1.0,1.0,1,4.3,4.3,4.3,4.9926,4.9926,4.9926,1,1,HH,645.7607,0.6555,4.2,100.0,2,2,0,HH_low_exp,1,HL,90000.0,861.0,37.0,10.5,19.5,29.0,47.2,75.0,385.0,265.0,915.0,380.0,805.0,161.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Low poverty (<20%),Low immigrant (<30%),Mid education (30-50%),Mid ALE
59150367,2021S051259150367,0.1014,59,4.0,1340.0,1203.0,1340.0,0.8977611940298508,1.0,2,31.69,24.3,14.3,23.6505,18.1333,10.6706,1,1,HH,1096.2687,0.6907,4.2333,100.0,3,3,0,HH_low_exp,1,HL,88000.0,1340.0,41.5,7.5,20.5,30.1,49.6,135.0,660.0,390.0,1295.0,555.0,1120.0,149.0,Middle income,Mid VM (20-50%),Young (<10% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150368,2021S051259150368,0.0741,59,2.0,508.0,0.0,508.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,405.5118,0.555,4.1,100.0,1,1,0,LL_low_exp,0,LL,109000.0,508.0,70.6,19.7,19.4,43.5,32.9,30.0,155.0,185.0,425.0,125.0,380.0,123.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Low poverty (<20%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150369,2021S051259150369,0.0775,59,4.0,538.0,190.0,538.0,0.3531598513011152,1.0,1,2.48,2.48,2.48,4.6023,4.6023,4.6023,0,0,LL,749.0706,0.5988,4.1,100.0,2,2,0,LL_low_exp,0,LL,89000.0,538.0,61.0,13.9,30.0,35.6,33.3,60.0,200.0,185.0,520.0,160.0,480.0,136.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150371,2021S051259150371,0.0712,59,5.0,548.0,299.0,548.0,0.5456204379562044,1.0,2,5.27,5.27,5.27,9.6177,9.6177,9.6177,0,1,LH,1339.4161,0.646,4.2,100.0,3,3,0,LH_low_exp,0,LL,125000.0,548.0,54.6,10.9,21.1,36.2,39.1,40.0,190.0,235.0,650.0,215.0,550.0,125.0,High income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150373,2021S051259150373,0.1172,59,9.0,685.0,685.0,685.0,1.0,1.0,2,3.57,3.57,3.57,5.2128,5.2128,5.2128,1,1,HH,398.5401,0.7144,4.2,100.0,2,2,1,HH_high_exp,1,HH,117000.0,685.0,41.5,15.3,22.9,33.3,43.0,55.0,240.0,215.0,645.0,230.0,535.0,109.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150375,2021S051259150375,0.0738,59,7.0,411.0,0.0,411.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,89000.0,411.0,63.1,20.7,20.7,48.8,27.1,30.0,145.0,205.0,420.0,95.0,350.0,105.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Low education (<30%),Mid ALE
59150376,2021S051259150376,0.0675,59,4.0,459.0,176.0,459.0,0.3834422657952069,1.0,1,1.09,1.09,1.09,2.385,2.385,2.385,0,0,LL,165.5773,0.7864,4.3,100.0,1,1,1,LL_high_exp,0,LH,103000.0,459.0,40.8,19.6,11.8,38.7,44.8,20.0,170.0,145.0,375.0,150.0,335.0,101.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Low poverty (<20%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150377,2021S051259150377,0.0669,59,5.0,480.0,234.0,480.0,0.4875,1.0,1,1.62,1.62,1.62,3.3694,3.3694,3.3694,0,0,LL,1787.5,0.7258,4.5,100.0,1,1,1,LL_high_exp,0,LH,105000.0,480.0,38.7,15.6,22.2,32.3,39.2,40.0,180.0,150.0,465.0,145.0,370.0,74.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150378,2021S051259150378,0.0579,59,3.0,789.0,0.0,789.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,107000.0,789.0,56.8,12.0,11.4,33.5,48.5,40.0,350.0,260.0,775.0,330.0,680.0,93.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Low poverty (<20%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150379,2021S051259150379,0.08,59,6.0,573.0,573.0,573.0,1.0,1.0,1,1.62,1.62,1.62,2.8225,2.8225,2.8225,1,0,HL,1497.3822,0.7258,4.5,100.0,1,1,1,HL_high_exp,0,LH,116000.0,573.0,56.3,14.8,11.4,42.4,31.8,25.0,220.0,265.0,625.0,175.0,550.0,78.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Low poverty (<20%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150380,2021S051259150380,0.0568,59,3.0,607.0,607.0,607.0,1.0,1.0,1,1.62,1.62,1.62,2.6644,2.6644,2.6644,1,0,HL,1413.5091,0.7258,4.5,100.0,1,1,1,HL_high_exp,0,LH,95000.0,607.0,74.2,14.0,22.7,50.8,27.2,50.0,220.0,325.0,640.0,155.0,570.0,80.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Low ALE
59150381,2021S051259150381,0.0727,59,4.0,668.0,668.0,668.0,1.0,1.0,1,1.62,1.62,1.62,2.4211,2.4211,2.4211,1,0,HL,1284.4311,0.7258,4.5,100.0,1,1,1,HL_high_exp,0,LH,99000.0,668.0,61.1,15.7,20.8,38.3,38.0,50.0,240.0,285.0,745.0,245.0,645.0,63.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150382,2021S051259150382,0.0666,59,4.0,598.0,0.0,598.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,103000.0,598.0,55.9,11.7,19.5,35.6,41.0,40.0,205.0,210.0,590.0,205.0,500.0,73.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Low poverty (<20%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150383,2021S051259150383,0.0634,59,4.0,530.0,125.0,530.0,0.2358490566037736,1.0,1,1.62,1.62,1.62,3.0515,3.0515,3.0515,0,0,LL,1618.8679,0.7258,4.5,100.0,1,1,1,LL_high_exp,0,LH,106000.0,530.0,54.2,12.3,23.7,26.1,33.7,45.0,190.0,155.0,595.0,160.0,475.0,67.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Low immigrant (<30%),Mid education (30-50%),Low ALE
59150384,2021S051259150384,0.058,59,4.0,489.0,0.0,489.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,89000.0,489.0,50.9,13.3,22.0,44.9,44.2,45.0,205.0,240.0,535.0,210.0,475.0,75.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150385,2021S051259150385,0.0688,59,4.0,486.0,384.0,486.0,0.7901234567901234,1.0,1,13.79,13.79,10.0,28.3654,28.3654,20.5761,0,1,LH,639.9177,0.6655,4.2,100.0,1,1,0,LH_low_exp,0,LL,91000.0,486.0,77.8,20.6,22.2,52.3,34.1,40.0,180.0,280.0,535.0,155.0,455.0,74.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150386,2021S051259150386,0.1116,59,4.0,614.0,614.0,614.0,1.0,1.0,1,13.79,13.79,10.0,22.4521,22.4521,16.2866,1,1,HH,506.5147,0.6655,4.2,100.0,1,1,0,HH_low_exp,1,HL,88000.0,614.0,65.3,19.5,34.2,42.9,32.9,65.0,190.0,210.0,490.0,135.0,410.0,87.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150387,2021S051259150387,0.0637,59,3.0,540.0,540.0,540.0,1.0,1.0,1,13.79,13.79,10.0,25.5289,25.5289,18.5185,1,1,HH,575.9259,0.6655,4.2,100.0,1,1,0,HH_low_exp,1,HL,98000.0,540.0,84.4,13.9,16.2,57.4,29.7,30.0,185.0,310.0,540.0,135.0,455.0,85.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Low poverty (<20%),High immigrant (>50%),Low education (<30%),Mid ALE
59150388,2021S051259150388,0.2783,59,4.0,816.0,816.0,816.0,1.0,1.0,1,13.79,13.79,10.0,16.8941,16.8941,12.2549,1,1,HH,381.1275,0.6655,4.2,100.0,1,1,0,HH_low_exp,1,HL,94000.0,816.0,66.9,16.5,24.6,50.9,22.3,70.0,285.0,420.0,825.0,165.0,740.0,92.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150389,2021S051259150389,0.1023,59,5.0,725.0,588.0,725.0,0.8110344827586207,1.0,1,13.79,13.79,10.0,19.0146,19.0146,13.7931,1,1,HH,428.9655,0.6655,4.2,100.0,1,1,0,HH_low_exp,1,HL,84000.0,725.0,82.6,19.3,31.5,50.0,27.9,85.0,270.0,390.0,780.0,190.0,680.0,96.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Low education (<30%),Mid ALE
59150390,2021S051259150390,0.1148,59,4.0,606.0,73.0,606.0,0.1204620462046204,1.0,1,13.79,13.79,10.0,22.7485,22.7485,16.5017,0,1,LH,513.2013,0.6655,4.2,100.0,1,1,0,LH_low_exp,0,LL,95000.0,606.0,76.8,21.5,23.8,50.0,33.1,50.0,210.0,310.0,620.0,195.0,590.0,93.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150391,2021S051259150391,0.067,59,3.0,526.0,313.0,526.0,0.5950570342205324,1.0,1,13.79,13.79,10.0,26.2084,26.2084,19.0114,0,1,LH,591.2548,0.6655,4.2,100.0,1,1,0,LH_low_exp,0,LL,52000.0,526.0,70.3,13.3,59.5,45.5,16.7,110.0,185.0,230.0,505.0,65.0,390.0,120.0,Low income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),Low education (<30%),Mid ALE
59150392,2021S051259150392,0.1368,59,5.0,467.0,167.0,467.0,0.3576017130620985,1.0,1,6.9,6.9,6.9,14.7741,14.7741,14.7741,0,1,LH,209.8501,0.5621,4.1,100.0,1,1,0,LH_low_exp,0,LL,78000.0,467.0,95.9,21.4,32.3,64.9,29.3,50.0,155.0,315.0,485.0,120.0,410.0,78.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Low ALE
59150393,2021S051259150393,0.0835,59,4.0,636.0,636.0,636.0,1.0,1.0,2,9.0,9.0,9.0,14.146,14.146,14.146,1,1,HH,2625.7862,0.6549,4.3,100.0,2,2,0,HH_low_exp,1,HL,98000.0,636.0,88.7,16.5,29.3,49.3,29.1,60.0,205.0,330.0,670.0,170.0,585.0,90.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Low education (<30%),Mid ALE
59150394,2021S051259150394,0.0789,59,3.0,614.0,614.0,614.0,1.0,1.0,2,9.0,9.0,9.0,14.6528,14.6528,14.6528,1,1,HH,2719.8697,0.6549,4.3,100.0,2,2,0,HH_low_exp,1,HL,78500.0,614.0,96.3,23.6,35.7,72.0,21.6,75.0,210.0,385.0,535.0,110.0,510.0,90.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150395,2021S051259150395,0.0793,59,3.0,705.0,705.0,705.0,1.0,1.0,2,9.0,9.0,9.0,12.7615,12.7615,12.7615,1,1,HH,2368.7943,0.6549,4.3,100.0,2,2,0,HH_low_exp,1,HL,80000.0,705.0,92.8,19.9,31.9,62.6,26.0,75.0,235.0,435.0,695.0,165.0,635.0,105.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150396,2021S051259150396,0.1258,59,4.0,639.0,639.0,639.0,1.0,1.0,1,2.1,2.1,2.1,3.2822,3.2822,3.2822,1,0,HL,2460.0939,0.7477,4.5,100.0,1,1,1,HL_high_exp,0,LH,38000.0,639.0,75.7,37.6,61.7,56.9,15.2,185.0,300.0,330.0,580.0,80.0,525.0,115.0,Low income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150397,2021S051259150397,0.0596,59,3.0,411.0,411.0,411.0,1.0,1.0,1,2.1,2.1,2.1,5.103,5.103,5.103,1,1,HH,3824.8175,0.7477,4.5,100.0,1,1,1,HH_high_exp,1,HH,82000.0,411.0,89.3,23.1,27.6,59.5,28.4,40.0,145.0,250.0,420.0,105.0,370.0,109.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150398,2021S051259150398,0.064,59,3.0,469.0,294.0,469.0,0.6268656716417911,1.0,1,2.1,2.1,2.1,4.472,4.472,4.472,0,0,LL,3351.8124,0.7477,4.5,100.0,1,1,1,LL_high_exp,0,LH,101000.0,469.0,84.9,13.9,20.7,57.0,31.9,30.0,145.0,245.0,430.0,115.0,360.0,111.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Mid ALE
59150399,2021S051259150399,0.0654,59,3.0,536.0,172.0,536.0,0.3208955223880597,1.0,1,13.79,13.79,10.0,25.7194,25.7194,18.6567,0,1,LH,580.2239,0.6655,4.2,100.0,1,1,0,LH_low_exp,0,LL,74000.0,536.0,86.3,14.9,39.0,57.4,29.4,80.0,205.0,270.0,470.0,125.0,425.0,104.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150400,2021S051259150400,0.0958,59,6.0,767.0,224.0,767.0,0.2920469361147327,1.0,1,13.79,13.79,10.0,17.9734,17.9734,13.0378,0,1,LH,405.4759,0.6655,4.2,100.0,1,1,0,LH_low_exp,0,LL,95000.0,767.0,84.5,15.6,22.4,52.4,30.3,55.0,245.0,385.0,735.0,200.0,660.0,106.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Mid ALE
59150401,2021S051259150401,0.0926,59,5.0,639.0,337.0,639.0,0.5273865414710485,1.0,2,7.2,7.2,7.2,11.2612,11.2612,11.2612,0,1,LH,957.7465,0.7052,4.3,100.0,2,2,0,LH_low_exp,0,LL,94000.0,639.0,80.3,19.6,25.0,56.2,23.4,50.0,200.0,360.0,640.0,125.0,535.0,104.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150402,2021S051259150402,0.1704,59,6.0,732.0,732.0,732.0,1.0,1.0,1,5.77,5.77,5.77,7.8802,7.8802,7.8802,1,1,HH,244.5355,0.7381,4.3,100.0,1,1,1,HH_high_exp,1,HH,86000.0,732.0,76.5,16.4,26.0,45.9,27.6,65.0,250.0,305.0,665.0,160.0,580.0,104.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Low education (<30%),Mid ALE
59150403,2021S051259150403,0.0949,59,5.0,646.0,646.0,646.0,1.0,1.0,2,7.2,7.2,7.2,11.1391,11.1391,11.1391,1,1,HH,947.3684,0.7052,4.3,100.0,2,2,0,HH_low_exp,1,HL,98000.0,646.0,72.8,24.0,25.5,50.0,31.4,60.0,235.0,285.0,570.0,160.0,510.0,120.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150404,2021S051259150404,0.0564,59,3.0,504.0,504.0,504.0,1.0,1.0,2,7.2,7.2,7.2,14.2775,14.2775,14.2775,1,1,HH,1214.2857,0.7052,4.3,100.0,2,2,0,HH_low_exp,1,HL,78500.0,504.0,77.9,18.8,45.7,54.4,26.9,80.0,175.0,280.0,515.0,125.0,465.0,138.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150405,2021S051259150405,0.0654,59,3.0,517.0,363.0,517.0,0.7021276595744681,1.0,1,1.43,1.43,1.43,2.7613,2.7613,2.7613,0,0,LL,837.5242,0.6723,4.3,100.0,1,1,0,LL_low_exp,0,LL,81000.0,517.0,86.6,17.4,40.5,53.6,30.5,75.0,185.0,300.0,560.0,145.0,475.0,143.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Mid ALE
59150406,2021S051259150406,0.1118,59,6.0,702.0,462.0,702.0,0.6581196581196581,1.0,1,5.77,5.77,5.77,8.217,8.217,8.217,0,1,LH,254.9858,0.7381,4.3,100.0,1,1,1,LH_high_exp,0,LH,90000.0,702.0,76.0,22.8,28.0,43.3,21.5,70.0,250.0,260.0,600.0,115.0,535.0,134.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Low education (<30%),Mid ALE
59150407,2021S051259150407,0.0971,59,5.0,800.0,234.0,800.0,0.2925,1.0,1,5.77,5.77,5.77,7.2104,7.2104,7.2104,0,1,LH,223.75,0.7381,4.3,100.0,1,1,1,LH_high_exp,0,LH,84000.0,800.0,90.4,17.5,33.3,58.8,21.2,90.0,270.0,520.0,885.0,165.0,780.0,132.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150408,2021S051259150408,0.0819,59,2.0,710.0,288.0,710.0,0.4056338028169014,1.0,2,3.86,3.86,3.86,5.4406,5.4406,5.4406,0,1,LH,633.8028,0.6591,4.25,100.0,2,2,0,LH_low_exp,0,LL,76000.0,710.0,72.7,17.6,28.6,56.7,27.4,80.0,280.0,340.0,600.0,160.0,585.0,134.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150409,2021S051259150409,0.0596,59,2.0,480.0,328.0,480.0,0.6833333333333333,1.0,1,2.48,2.48,2.48,5.1585,5.1585,5.1585,0,1,LH,410.4167,0.6425,4.1,100.0,1,1,0,LH_low_exp,0,LL,88000.0,480.0,72.5,15.6,29.4,46.8,29.9,50.0,170.0,255.0,545.0,145.0,485.0,138.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Low education (<30%),Mid ALE
59150410,2021S051259150410,0.0868,59,4.0,739.0,350.0,739.0,0.4736129905277402,1.0,1,2.48,2.48,2.48,3.3506,3.3506,3.3506,0,0,LL,266.5765,0.6425,4.1,100.0,1,1,0,LL_low_exp,0,LL,81000.0,739.0,73.7,13.5,20.7,45.9,36.3,60.0,290.0,360.0,785.0,245.0,675.0,131.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150412,2021S051259150412,0.059,59,3.0,440.0,347.0,440.0,0.7886363636363637,1.0,1,2.48,2.48,2.48,5.6274,5.6274,5.6274,0,1,LH,447.7273,0.6425,4.1,100.0,1,1,0,LH_low_exp,0,LL,97000.0,440.0,62.6,20.5,16.1,48.4,31.6,25.0,155.0,220.0,455.0,125.0,395.0,115.0,Middle income,High VM (>50%),Older (>20% 65+),Low poverty (<20%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150414,2021S051259150414,0.0711,59,3.0,583.0,583.0,583.0,1.0,1.0,2,7.39,7.39,7.39,12.6683,12.6683,12.6683,1,1,HH,1778.7307,0.732,4.4,100.0,2,2,1,HH_high_exp,1,HH,91000.0,583.0,90.8,21.4,22.5,54.9,21.5,45.0,200.0,390.0,710.0,130.0,605.0,84.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Low ALE
59150415,2021S051259150415,0.1174,59,6.0,807.0,807.0,807.0,1.0,1.0,2,8.24,8.24,8.24,10.2161,10.2161,10.2161,1,1,HH,465.9232,0.6903,4.2,100.0,2,2,0,HH_low_exp,1,HL,88000.0,807.0,71.7,12.4,21.1,42.0,25.0,60.0,285.0,290.0,690.0,150.0,600.0,124.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Low education (<30%),Mid ALE
59150416,2021S051259150416,0.0893,59,5.0,597.0,597.0,597.0,1.0,1.0,2,7.39,7.39,7.39,12.3712,12.3712,12.3712,1,1,HH,1737.0184,0.732,4.4,100.0,2,2,1,HH_high_exp,1,HH,93000.0,597.0,71.4,20.1,23.9,55.2,28.1,55.0,230.0,290.0,525.0,135.0,480.0,55.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Low ALE
59150417,2021S051259150417,0.071,59,3.0,539.0,297.0,539.0,0.5510204081632653,1.0,1,5.77,5.77,5.77,10.7019,10.7019,10.7019,0,1,LH,332.0965,0.7381,4.3,100.0,1,1,1,LH_high_exp,0,LH,100000.0,539.0,54.9,13.9,25.6,35.0,42.7,50.0,195.0,180.0,515.0,190.0,445.0,57.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150419,2021S051259150419,0.0914,59,4.0,452.0,452.0,452.0,1.0,1.0,1,1.62,1.62,1.62,3.5781,3.5781,3.5781,1,0,HL,1898.2301,0.7258,4.5,100.0,1,1,1,HL_high_exp,0,LH,93000.0,452.0,48.9,13.3,28.6,35.1,46.8,50.0,175.0,165.0,470.0,180.0,385.0,74.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150420,2021S051259150420,0.0861,59,2.0,530.0,310.0,530.0,0.5849056603773585,1.0,1,1.39,1.39,1.39,2.6165,2.6165,2.6165,0,0,LL,477.3585,0.6758,4.4,100.0,1,1,0,LL_low_exp,0,LL,85000.0,530.0,77.5,15.1,32.4,55.4,25.0,60.0,185.0,280.0,505.0,115.0,460.0,134.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150421,2021S051259150421,0.1003,59,1.0,630.0,630.0,630.0,1.0,1.0,1,1.39,1.39,1.39,2.2012,2.2012,2.2012,1,0,HL,401.5873,0.6758,4.4,100.0,1,1,0,HL_low_exp,0,LL,94000.0,630.0,78.0,19.8,42.9,53.8,25.2,90.0,210.0,355.0,660.0,130.0,515.0,128.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150422,2021S051259150422,0.087,59,6.0,896.0,471.0,896.0,0.5256696428571429,1.0,2,28.78,21.39,11.39,32.1203,23.8691,12.7084,0,1,LH,1301.3393,0.7186,4.35,100.0,2,2,1,LH_high_exp,0,LH,132000.0,896.0,45.5,9.5,7.6,34.9,54.8,25.0,330.0,290.0,830.0,370.0,675.0,131.0,High income,Mid VM (20-50%),Young (<10% 65+),Low poverty (<20%),Mid immigrant (30-50%),High education (>50%),Mid ALE
59150423,2021S051259150423,0.133,59,5.0,514.0,514.0,514.0,1.0,1.0,1,1.39,1.39,1.39,2.6979,2.6979,2.6979,1,0,HL,492.2179,0.6758,4.4,100.0,1,1,0,HL_low_exp,0,LL,81000.0,514.0,74.4,19.5,24.3,53.9,22.8,45.0,185.0,240.0,445.0,90.0,395.0,118.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150424,2021S051259150424,0.1505,59,5.0,883.0,883.0,883.0,1.0,1.0,2,28.78,21.39,11.39,32.5932,24.2205,12.8955,1,1,HH,1320.4983,0.7186,4.35,100.0,2,2,1,HH_high_exp,1,HH,84000.0,883.0,35.3,22.7,35.4,24.0,38.0,115.0,325.0,200.0,835.0,260.0,685.0,100.0,Middle income,Mid VM (20-50%),Older (>20% 65+),High poverty (>35%),Low immigrant (<30%),Mid education (30-50%),Mid ALE
59150425,2021S051259150425,0.0874,59,4.0,414.0,261.0,414.0,0.6304347826086957,1.0,1,27.39,20.0,10.0,66.1667,48.3092,24.1546,0,1,LH,2205.314,0.7613,4.3,100.0,1,1,1,LH_high_exp,0,LH,104000.0,414.0,74.8,18.1,25.9,42.1,20.8,35.0,135.0,225.0,535.0,100.0,480.0,91.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Low education (<30%),Mid ALE
59150426,2021S051259150426,0.2494,59,4.0,685.0,685.0,685.0,1.0,1.0,2,31.69,24.3,14.3,46.2652,35.4725,20.8739,1,1,HH,1843.7956,0.7586,4.3,100.0,2,2,1,HH_high_exp,1,HH,91000.0,685.0,55.6,38.7,28.9,46.1,23.2,55.0,190.0,205.0,445.0,95.0,410.0,108.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Low education (<30%),Mid ALE
59150427,2021S051259150427,0.1026,59,6.0,553.0,553.0,553.0,1.0,1.0,1,4.45,4.45,4.45,8.039,8.039,8.039,1,1,HH,372.5136,0.6462,4.3,100.0,1,1,0,HH_low_exp,1,HL,98000.0,553.0,65.2,16.3,22.0,36.3,41.5,45.0,205.0,165.0,455.0,170.0,410.0,104.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150428,2021S051259150428,0.1505,59,5.0,600.0,600.0,600.0,1.0,1.0,1,4.45,4.45,4.45,7.4093,7.4093,7.4093,1,1,HH,343.3333,0.6462,4.3,100.0,1,1,0,HH_low_exp,1,HL,52800.0,600.0,59.6,43.3,34.7,53.2,29.3,85.0,245.0,290.0,545.0,145.0,495.0,99.0,Low income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
